"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.5K.osd0.dstat.log 5",,,,"Date:","05 May 2017 22:03:38 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
0.170,0.626,98.353,0.836,0.0,0.015,166239436.800,13107.200,172024.200,156584377.400,0.0,0.0,5993.200,3051.800,0.800,0.400,0.400,2497122304.0,2285568.0,19185090560.0,1.4709569536e+11,0.0,0.0,166475366.400,13107.200,5994.400,3054.600,0.170,0.621,98.358,0.836,0.0,0.015,1494041693.685
0.160,0.675,98.679,0.475,0.0,0.010,149611315.200,8192.0,168995.600,173705969.600,0.0,0.0,5601.800,2775.800,0.400,0.400,0.0,2398089216.0,2293760.0,19932557312.0,1.46447253504e+11,0.0,0.0,149375385.600,8192.0,5600.200,2773.0,0.160,0.676,98.679,0.475,0.0,0.010,1494041698.685
0.130,0.470,98.944,0.445,0.0,0.010,118444032.0,7372.800,112561.800,117724858.800,0.0,0.0,3922.800,2222.200,0.400,0.200,0.400,2433265664.0,2310144.0,20523970560.0,1.45820647424e+11,0.0,0.0,118444032.0,7372.800,3933.200,2223.800,0.135,0.470,98.935,0.445,0.0,0.015,1494041703.685
0.070,0.240,99.525,0.155,0.0,0.010,62042112.0,4915.200,77015.0,71060750.400,0.0,0.0,2475.0,1307.800,0.0,0.0,0.400,2400550912.0,2318336.0,20835807232.0,1.45541517312e+11,0.0,0.0,62042112.0,4915.200,2464.600,1306.200,0.065,0.240,99.534,0.155,0.0,0.005,1494041708.685
0.010,0.015,99.975,0.0,0.0,0.0,0.0,9830.400,5042.0,10101.200,0.0,0.0,214.0,236.800,0.0,0.0,0.0,2400251904.0,2334720.0,20835794944.0,1.45541812224e+11,0.0,0.0,0.0,9830.400,214.200,237.200,0.010,0.015,99.975,0.0,0.0,0.0,1494041713.685
0.005,0.010,99.985,0.0,0.0,0.0,0.0,0.0,2748.600,7247.200,0.0,0.0,142.0,158.200,0.0,0.0,0.0,2400243712.0,2334720.0,20835803136.0,1.45541812224e+11,0.0,0.0,0.0,0.0,141.800,157.800,0.005,0.010,99.985,0.0,0.0,0.0,1494041718.685
0.110,0.715,99.115,0.060,0.0,0.0,166297.600,27033.600,7647.200,11727.600,0.0,0.0,614.800,708.400,0.200,0.200,9.600,2371809280.0,1622016.0,185421824.0,1.66221340672e+11,0.0,0.0,172851.200,27033.600,616.200,708.800,0.110,0.720,99.105,0.065,0.0,0.0,1494041723.685
0.075,0.035,99.765,0.125,0.0,0.0,1255014.400,21299.200,4495.800,9374.600,0.0,0.0,376.200,441.0,0.0,0.0,4.0,2370932736.0,1679360.0,192385024.0,1.66215196672e+11,0.0,0.0,1248460.800,21299.200,374.800,440.600,0.075,0.030,99.775,0.120,0.0,0.0,1494041728.685
0.010,0.010,99.970,0.010,0.0,0.0,0.0,4915.200,5143.600,9715.600,0.0,0.0,194.0,209.600,0.0,0.0,0.400,2373689344.0,1687552.0,192389120.0,1.66212427776e+11,0.0,0.0,0.0,4915.200,194.400,210.400,0.010,0.010,99.970,0.010,0.0,0.0,1494041733.685
0.015,0.020,99.965,0.0,0.0,0.0,0.0,2457.600,8223.400,11348.0,0.0,0.0,248.0,297.400,0.0,0.0,0.0,2374037504.0,1695744.0,192389120.0,1.66212071424e+11,0.0,0.0,0.0,2457.600,247.600,296.600,0.015,0.020,99.965,0.0,0.0,0.0,1494041738.685
0.005,0.100,99.430,0.465,0.0,0.0,28862054.400,4915.200,5529.400,9710.400,0.0,0.0,435.800,674.400,0.200,1.0,0.0,2517209088.0,1703936.0,335564800.0,1.65925715968e+11,0.0,0.0,29097984.0,4915.200,437.0,677.0,0.005,0.105,99.420,0.470,0.0,0.0,1494041743.685
0.145,0.526,98.724,0.591,0.0,0.015,123423129.600,9011.200,135252.600,134645484.400,0.0,0.0,4568.600,2360.0,0.600,0.200,0.0,2518044672.0,1720320.0,952229888.0,1.65308198912e+11,0.0,0.0,123187200.0,9011.200,4571.0,2360.0,0.145,0.526,98.729,0.586,0.0,0.015,1494041748.685
0.125,0.490,98.869,0.510,0.0,0.005,118387507.200,4915.200,106379.200,108077243.600,0.0,0.0,3811.0,2219.800,0.0,0.600,0.400,2571837440.0,1728512.0,1546227712.0,1.64660400128e+11,0.0,0.0,118597222.400,4915.200,3809.200,2219.400,0.125,0.485,98.874,0.511,0.0,0.005,1494041753.685
0.085,0.430,99.259,0.225,0.0,0.0,92160819.200,7372.800,92401.600,124919163.600,0.0,0.0,3221.0,1774.600,0.400,0.400,0.0,2441773056.0,1736704.0,2006081536.0,1.64330602496e+11,0.0,0.0,92160819.200,7372.800,3225.600,1775.200,0.085,0.430,99.254,0.230,0.0,0.0,1494041758.685
0.095,0.405,99.199,0.295,0.0,0.005,92291891.200,5734.400,80079.0,104272025.400,0.0,0.0,3061.200,1768.400,0.200,0.200,0.0,2390179840.0,1744896.0,2468765696.0,1.6391950336e+11,0.0,0.0,92344320.0,5734.400,3056.400,1768.600,0.095,0.405,99.204,0.290,0.0,0.005,1494041763.685
0.095,0.320,99.249,0.330,0.0,0.005,86337126.400,5734.400,67311.0,94383126.800,0.0,0.0,2742.400,1653.400,0.0,0.200,0.0,2370654208.0,1761280.0,2898227200.0,1.63509551104e+11,0.0,0.0,86074982.400,5734.400,2740.600,1650.400,0.095,0.325,99.244,0.330,0.0,0.005,1494041768.685
0.105,0.415,99.219,0.255,0.0,0.005,101523456.0,0.0,73836.400,89319604.800,0.0,0.0,2995.0,1896.0,0.200,0.200,0.400,2457919488.0,1761280.0,3406163968.0,1.62914349056e+11,0.0,0.0,101523456.0,0.0,2995.400,1896.400,0.105,0.410,99.224,0.255,0.0,0.005,1494041773.685
0.095,0.355,99.254,0.285,0.0,0.010,90505216.0,7372.800,74248.800,100606937.0,0.0,0.0,2918.800,1777.600,0.200,0.400,0.0,2432045056.0,1777664.0,3860684800.0,1.62485686272e+11,0.0,0.0,90767360.0,7372.800,2923.600,1780.600,0.095,0.355,99.254,0.285,0.0,0.010,1494041778.685
0.100,0.375,99.239,0.280,0.0,0.005,89980928.0,8192.0,68782.400,104978271.800,0.0,0.0,2706.800,1745.600,0.0,0.200,0.0,2373804032.0,1785856.0,4309848064.0,1.6209475584e+11,0.0,0.0,89771212.800,8192.0,2702.400,1743.200,0.100,0.375,99.239,0.280,0.0,0.005,1494041783.685
0.115,0.420,99.139,0.325,0.0,0.0,112803840.0,2457.600,56376.200,92321939.800,0.0,0.0,2655.0,2055.800,0.0,0.200,0.0,2518347776.0,1794048.0,4873154560.0,1.61386897408e+11,0.0,0.0,112751411.200,2457.600,2654.400,2054.800,0.115,0.420,99.139,0.325,0.0,0.0,1494041788.685
0.085,0.385,99.330,0.190,0.0,0.010,78962688.0,6553.600,90837.400,108262281.400,0.0,0.0,2934.400,1573.600,0.400,0.400,0.400,2376871936.0,1802240.0,5268070400.0,1.61133449216e+11,0.0,0.0,78962688.0,6553.600,2951.400,1600.400,0.085,0.385,99.330,0.190,0.0,0.010,1494041793.685
0.055,0.240,99.470,0.235,0.0,0.0,55637606.400,7372.800,42906.400,53099085.0,0.0,0.0,1656.0,1192.600,0.200,0.200,0.0,2402238464.0,1818624.0,5547433984.0,1.6082870272e+11,0.0,0.0,55847321.600,7372.800,1640.200,1168.0,0.055,0.245,99.465,0.235,0.0,0.0,1494041798.685
0.095,0.300,99.385,0.215,0.0,0.005,74086809.600,9830.400,54615.200,71167497.600,0.0,0.0,2228.800,1444.400,0.0,0.200,0.0,2448535552.0,1835008.0,5916450816.0,1.60413372416e+11,0.0,0.0,73877094.400,9830.400,2227.600,1442.200,0.095,0.300,99.385,0.215,0.0,0.005,1494041803.685
0.085,0.325,99.239,0.340,0.0,0.010,83419136.0,0.0,72999.0,83127799.400,0.0,0.0,2698.400,1598.400,0.400,0.600,0.0,2474274816.0,1835008.0,6334300160.0,1.59969783808e+11,0.0,0.0,83655065.600,0.0,2699.800,1601.0,0.085,0.325,99.234,0.345,0.0,0.010,1494041808.685
0.105,0.405,99.134,0.355,0.0,0.0,91426816.0,5734.400,101428.200,111200698.400,0.0,0.0,3427.0,1772.200,0.0,0.600,0.0,2390106112.0,1851392.0,6791462912.0,1.59596773376e+11,0.0,0.0,91190886.400,5734.400,3425.800,1769.600,0.105,0.405,99.139,0.350,0.0,0.0,1494041813.685
0.080,0.305,99.450,0.160,0.0,0.005,73322496.0,8192.0,62776.0,76672783.800,0.0,0.0,2156.0,1487.800,0.0,0.200,0.400,2392240128.0,1859584.0,7158079488.0,1.59228014592e+11,0.0,0.0,73322496.0,8192.0,2155.800,1487.800,0.085,0.300,99.450,0.160,0.0,0.005,1494041818.685
0.090,0.330,99.385,0.195,0.0,0.0,83655065.600,9830.400,69182.200,82591148.0,0.0,0.0,2437.400,1615.200,0.0,0.400,0.0,2418167808.0,1875968.0,7576915968.0,1.58783234048e+11,0.0,0.0,83917209.600,9830.400,2439.0,1618.200,0.085,0.330,99.390,0.195,0.0,0.0,1494041823.685
0.100,0.395,99.195,0.305,0.0,0.005,91198259.200,5734.400,77323.600,89691676.800,0.0,0.0,2748.600,1791.400,0.200,0.0,0.200,2456809472.0,1875968.0,8031944704.0,1.58289563648e+11,0.0,0.0,90936115.200,5734.400,2747.800,1788.400,0.100,0.400,99.190,0.305,0.0,0.005,1494041828.685
0.080,0.365,99.349,0.200,0.0,0.005,84602880.0,7372.800,74712.800,98157797.400,0.0,0.0,2796.400,1729.600,0.200,0.200,0.0,2428608512.0,1892352.0,8454565888.0,1.5789512704e+11,0.0,0.0,84602880.0,7372.800,2799.400,1730.0,0.080,0.360,99.354,0.200,0.0,0.005,1494041833.685
0.085,0.355,99.345,0.210,0.0,0.005,78962688.0,4915.200,74303.400,82645267.400,0.0,0.0,2686.200,1540.800,0.0,0.400,0.400,2430087168.0,1900544.0,8850296832.0,1.57497909248e+11,0.0,0.0,78962688.0,4915.200,2682.400,1540.400,0.085,0.355,99.345,0.210,0.0,0.005,1494041838.685
0.095,0.410,99.219,0.270,0.0,0.005,101523456.0,4915.200,59994.200,90245825.200,0.0,0.0,2191.400,1879.0,0.0,0.0,0.0,2488979456.0,1908736.0,9356820480.0,1.5693248512e+11,0.0,0.0,101523456.0,4915.200,2191.400,1879.0,0.095,0.410,99.220,0.270,0.0,0.005,1494041843.685
0.110,0.450,99.069,0.360,0.0,0.010,108290867.200,7372.800,75904.200,117175647.800,0.0,0.0,2649.200,2094.200,0.0,0.600,0.0,2467672064.0,1925120.0,9899823104.0,1.56410773504e+11,0.0,0.0,108553011.200,7372.800,2652.0,2097.200,0.115,0.455,99.060,0.360,0.0,0.010,1494041848.685
0.075,0.295,99.465,0.150,0.0,0.015,66555084.800,0.0,76858.200,82564556.400,0.0,0.0,2021.200,1340.600,0.0,0.0,0.0,2401722368.0,1925120.0,10230644736.0,1.56145901568e+11,0.0,0.0,66292940.800,0.0,2018.600,1337.600,0.070,0.290,99.475,0.150,0.0,0.015,1494041853.685
0.065,0.245,99.495,0.195,0.0,0.0,62042112.0,5734.400,55679.200,59491280.400,0.0,0.0,1613.200,1271.0,0.0,0.200,0.400,2432872448.0,1941504.0,10541613056.0,1.55803766784e+11,0.0,0.0,62042112.0,5734.400,1613.0,1271.0,0.065,0.245,99.495,0.195,0.0,0.0,1494041858.685
0.085,0.280,99.440,0.190,0.0,0.005,67682304.0,7372.800,63904.200,76188002.400,0.0,0.0,1829.0,1361.400,0.600,0.200,0.0,2408333312.0,1949696.0,10880851968.0,1.55489058816e+11,0.0,0.0,67682304.0,7372.800,1829.0,1361.400,0.085,0.285,99.435,0.190,0.0,0.005,1494041863.685
0.080,0.355,99.285,0.265,0.0,0.015,84602880.0,11468.800,64514.400,81810755.400,0.0,0.0,2064.200,1661.800,0.200,0.200,0.0,2468634624.0,1966080.0,11303280640.0,1.55006312448e+11,0.0,0.0,84602880.0,11468.800,2064.800,1661.800,0.080,0.355,99.285,0.265,0.0,0.015,1494041868.685
0.120,0.425,99.175,0.275,0.0,0.005,101548851.200,5734.400,69759.0,112872841.800,0.0,0.0,2644.800,1944.600,0.200,0.200,0.200,2410840064.0,1982464.0,11810795520.0,1.54556575744e+11,0.0,0.0,101548851.200,5734.400,2644.400,1944.600,0.120,0.420,99.180,0.275,0.0,0.005,1494041873.685
0.070,0.275,99.420,0.235,0.0,0.0,67682304.0,0.0,61953.0,70811019.800,0.0,0.0,2222.400,1435.600,0.0,0.0,0.400,2409984000.0,1982464.0,12149399552.0,1.54218827776e+11,0.0,0.0,67682304.0,0.0,2222.0,1435.600,0.075,0.275,99.415,0.235,0.0,0.0,1494041878.685
0.120,0.455,99.039,0.375,0.0,0.010,115792281.600,7372.800,91278.600,114379888.800,0.0,0.0,2984.800,2199.800,0.0,0.600,0.0,2460225536.0,1998848.0,12727656448.0,1.5359031296e+11,0.0,0.0,115949568.0,7372.800,2986.400,2202.200,0.120,0.455,99.039,0.375,0.0,0.010,1494041883.685
0.065,0.245,99.445,0.235,0.0,0.010,53413478.400,4915.200,52748.400,62602141.800,0.0,0.0,1515.200,1082.600,0.0,0.0,0.0,2413502464.0,2007040.0,12995346432.0,1.53369337856e+11,0.0,0.0,53256192.0,4915.200,1513.800,1080.200,0.060,0.245,99.450,0.235,0.0,0.010,1494041888.685
0.075,0.330,99.370,0.220,0.0,0.005,73322496.0,2457.600,80704.800,76720313.400,0.0,0.0,2033.800,1487.600,0.0,0.0,0.0,2414546944.0,2015232.0,13362470912.0,1.53001160704e+11,0.0,0.0,73322496.0,2457.600,2034.0,1487.600,0.075,0.335,99.365,0.220,0.0,0.005,1494041893.685
0.100,0.435,98.994,0.465,0.0,0.005,107163648.0,6553.600,87385.0,112177664.600,0.0,0.0,2667.200,2032.800,0.0,0.0,0.0,2414387200.0,2023424.0,13897949184.0,1.52465833984e+11,0.0,0.0,107163648.0,6553.600,2667.0,2032.800,0.100,0.430,98.999,0.465,0.0,0.005,1494041898.685
0.080,0.365,99.325,0.225,0.0,0.005,82737561.600,11468.800,67815.400,80774629.200,0.0,0.0,2421.0,1592.0,0.400,0.200,0.0,2467254272.0,2039808.0,14312615936.0,1.51998283776e+11,0.0,0.0,82947276.800,11468.800,2422.200,1594.200,0.080,0.365,99.325,0.225,0.0,0.005,1494041903.685
0.105,0.400,99.004,0.485,0.0,0.005,97748582.400,4915.200,70579.0,102591144.800,0.0,0.0,2777.200,1893.600,0.0,0.0,0.400,2447953920.0,2048000.0,14800953344.0,1.51529238528e+11,0.0,0.0,97538867.200,4915.200,2776.0,1891.400,0.105,0.400,99.004,0.485,0.0,0.005,1494041908.685
0.125,0.545,98.909,0.410,0.0,0.010,129724416.0,4915.200,88489.0,134966603.800,0.0,0.0,3612.600,2405.800,0.200,0.0,0.0,2450259968.0,2056192.0,15449108480.0,1.50878769152e+11,0.0,0.0,129724416.0,4915.200,3614.0,2405.800,0.130,0.545,98.904,0.410,0.0,0.010,1494041913.685
0.105,0.405,99.200,0.285,0.0,0.005,90243072.0,2457.600,73748.600,100524187.0,0.0,0.0,3018.600,1839.600,0.0,0.0,0.0,2421354496.0,2064384.0,15900409856.0,1.50456365056e+11,0.0,0.0,90243072.0,2457.600,3017.200,1839.600,0.100,0.410,99.200,0.285,0.0,0.005,1494041918.685
0.155,0.571,98.573,0.691,0.0,0.010,146644992.0,3276.800,123373.800,153400102.0,0.0,0.0,4798.600,2730.800,0.200,0.600,0.0,2425466880.0,2072576.0,16633692160.0,1.49718962176e+11,0.0,0.0,146644992.0,3276.800,4798.600,2730.800,0.155,0.566,98.578,0.691,0.0,0.010,1494041923.685
0.080,0.340,99.270,0.305,0.0,0.005,78962688.0,10649.600,80592.0,82624751.0,0.0,0.0,2724.800,1567.400,0.0,0.200,0.800,2428506112.0,2088960.0,17028292608.0,1.49321306112e+11,0.0,0.0,78962688.0,10649.600,2724.800,1567.400,0.080,0.340,99.269,0.305,0.0,0.005,1494041928.685
0.045,0.145,99.715,0.095,0.0,0.0,33841152.0,8192.0,24852.200,30380044.600,0.0,0.0,1113.600,847.400,0.0,0.200,0.400,2466533376.0,2097152.0,17196924928.0,1.49114638336e+11,0.0,0.0,33841152.0,8192.0,1113.800,847.400,0.045,0.150,99.710,0.095,0.0,0.0,1494041933.685
0.095,0.325,99.344,0.225,0.0,0.010,84602880.0,12288.0,73345.200,86935745.400,0.0,0.0,2609.200,1726.800,0.400,0.0,0.0,2494734336.0,2113536.0,17619820544.0,1.48663525376e+11,0.0,0.0,84602880.0,12288.0,2613.200,1727.0,0.095,0.320,99.349,0.225,0.0,0.010,1494041938.685
0.070,0.225,99.480,0.220,0.0,0.005,56401920.0,10649.600,41692.0,60433463.0,0.0,0.0,1691.800,1211.600,0.0,0.0,0.400,2471460864.0,2129920.0,17902022656.0,1.48404580352e+11,0.0,0.0,56401920.0,10649.600,1687.600,1211.400,0.070,0.225,99.480,0.220,0.0,0.005,1494041943.685
0.085,0.350,99.314,0.245,0.0,0.005,84602880.0,0.0,54366.200,93563335.400,0.0,0.0,2394.0,1688.600,0.400,0.0,0.400,2440757248.0,2129920.0,18325282816.0,1.48012023808e+11,0.0,0.0,84602880.0,0.0,2394.0,1688.600,0.085,0.350,99.314,0.245,0.0,0.005,1494041948.685
0.125,0.505,98.639,0.721,0.0,0.010,121484902.400,10649.600,88572.0,123923941.400,0.0,0.0,3394.400,2309.200,0.200,0.200,0.400,2461040640.0,2146304.0,18933911552.0,1.47383095296e+11,0.0,0.0,121773260.800,10649.600,3397.0,2312.400,0.125,0.505,98.639,0.721,0.0,0.010,1494041953.685
0.170,0.601,98.563,0.656,0.0,0.010,154884505.600,8192.0,148598.0,165187775.800,0.0,0.0,5104.400,2897.200,0.200,0.0,0.0,2447138816.0,2154496.0,19706761216.0,1.46624139264e+11,0.0,0.0,154596147.200,8192.0,5102.0,2894.0,0.170,0.606,98.558,0.656,0.0,0.010,1494041958.685
0.110,0.395,99.114,0.375,0.0,0.005,95883264.0,8192.0,88755.0,100262511.400,0.0,0.0,3359.0,1891.0,0.400,0.200,0.400,2448535552.0,2170880.0,20186116096.0,1.46143371264e+11,0.0,0.0,95883264.0,8192.0,3358.800,1891.0,0.110,0.395,99.114,0.375,0.0,0.005,1494041963.685
0.110,0.420,99.049,0.415,0.0,0.005,95883264.0,8192.0,87976.400,93874974.200,0.0,0.0,3144.400,1876.0,0.200,0.200,0.800,2481389568.0,2179072.0,20664913920.0,1.45631711232e+11,0.0,0.0,95883264.0,8192.0,3144.400,1876.0,0.110,0.420,99.049,0.415,0.0,0.005,1494041968.685
0.050,0.135,99.700,0.110,0.0,0.005,33839513.600,13107.200,39732.200,41809532.600,0.0,0.0,1408.400,856.400,0.0,0.0,0.0,2455060480.0,2195456.0,20835737600.0,1.45487200256e+11,0.0,0.0,33839513.600,13107.200,1408.600,856.800,0.050,0.130,99.705,0.110,0.0,0.005,1494041973.685
0.025,0.020,99.945,0.005,0.0,0.005,0.0,5734.400,4356.0,9297.800,0.0,0.0,203.600,241.400,0.200,0.0,0.400,2454298624.0,2203648.0,20835745792.0,1.45487945728e+11,0.0,0.0,0.0,5734.400,203.400,241.0,0.025,0.020,99.945,0.005,0.0,0.005,1494041978.685
0.010,0.015,99.975,0.0,0.0,0.0,0.0,4915.200,3871.200,8139.400,0.0,0.0,179.400,190.400,0.0,0.0,0.0,2454773760.0,2211840.0,20835749888.0,1.45487458304e+11,0.0,0.0,0.0,4915.200,179.600,190.800,0.010,0.015,99.975,0.0,0.0,0.0,1494041983.685
0.020,0.015,99.950,0.015,0.0,0.0,0.0,10649.600,5620.400,10388.600,0.0,0.0,226.0,257.600,0.0,0.0,0.800,2455711744.0,2228224.0,20835753984.0,1.4548649984e+11,0.0,0.0,0.0,10649.600,225.800,257.200,0.025,0.015,99.945,0.015,0.0,0.0,1494041988.685
0.185,0.700,98.910,0.205,0.0,0.0,1443430.400,34406.400,6259.200,10667.800,0.0,0.0,812.200,870.800,0.200,0.200,13.200,2425856000.0,1769472.0,192323584.0,1.66160244736e+11,0.0,0.0,1443430.400,34406.400,812.800,871.600,0.180,0.700,98.915,0.205,0.0,0.0,1494041993.685
0.010,0.020,99.970,0.0,0.0,0.0,819.200,10649.600,8923.600,9950.400,0.0,0.0,284.200,276.0,0.0,0.0,0.400,2424025088.0,1777664.0,192352256.0,1.66162038784e+11,0.0,0.0,819.200,10649.600,283.800,275.200,0.010,0.020,99.970,0.0,0.0,0.0,1494041998.685
0.010,0.005,99.975,0.010,0.0,0.0,0.0,7372.800,13813.400,10751.200,0.0,0.0,361.400,273.800,0.0,0.0,0.400,2423603200.0,1794048.0,192352256.0,1.66162444288e+11,0.0,0.0,0.0,7372.800,361.200,273.800,0.015,0.005,99.970,0.010,0.0,0.0,1494042003.685
0.015,0.015,99.960,0.010,0.0,0.0,33587.200,6553.600,4839.800,9203.200,0.0,0.0,223.600,227.800,0.0,0.0,0.600,2426060800.0,1929216.0,192397312.0,1.66159806464e+11,0.0,0.0,33587.200,6553.600,223.600,227.800,0.015,0.015,99.960,0.010,0.0,0.0,1494042008.685
0.150,0.480,98.664,0.696,0.0,0.010,118444032.0,2457.600,130135.200,100674897.200,0.0,0.0,4400.0,2314.800,0.400,0.200,0.400,2537037824.0,1937408.0,784166912.0,1.65457051648e+11,0.0,0.0,118444032.0,2457.600,4409.400,2314.800,0.145,0.485,98.664,0.695,0.0,0.010,1494042013.685
0.140,0.481,99.014,0.355,0.0,0.010,124084224.0,4915.200,110499.600,137700616.400,0.0,0.0,3911.0,2372.0,0.200,0.200,0.0,2508644352.0,1945600.0,1404854272.0,1.64864749568e+11,0.0,0.0,124084224.0,4915.200,3902.600,2372.0,0.140,0.481,99.014,0.355,0.0,0.010,1494042018.685
0.105,0.460,98.965,0.460,0.0,0.010,95886540.800,16384.0,99794.600,115608301.800,0.0,0.0,3440.400,1908.800,0.0,0.200,0.400,2421170176.0,1961984.0,1884061696.0,1.64472999936e+11,0.0,0.0,95886540.800,16384.0,3439.400,1908.800,0.105,0.455,98.969,0.460,0.0,0.010,1494042023.685
0.125,0.440,99.059,0.370,0.0,0.005,112803840.0,5734.400,89741.600,115735585.800,0.0,0.0,3378.200,2168.0,0.0,0.0,0.400,2451730432.0,1970176.0,2447872000.0,1.63878621184e+11,0.0,0.0,112803840.0,5734.400,3379.800,2168.200,0.125,0.441,99.059,0.370,0.0,0.005,1494042028.685
0.120,0.360,99.159,0.350,0.0,0.010,90243072.0,11468.800,69083.0,96595975.400,0.0,0.0,2859.400,1841.600,0.0,0.400,0.400,2422206464.0,1986560.0,2898640896.0,1.63457359872e+11,0.0,0.0,90243072.0,11468.800,2858.0,1841.400,0.120,0.360,99.159,0.350,0.0,0.010,1494042033.685
0.120,0.491,98.984,0.400,0.0,0.005,124084224.0,7372.800,104011.800,119865716.400,0.0,0.0,3967.0,2338.400,0.0,0.600,0.400,2478968832.0,1994752.0,3519168512.0,1.62780061696e+11,0.0,0.0,124084224.0,7372.800,3967.800,2338.400,0.120,0.496,98.979,0.400,0.0,0.005,1494042038.685
0.115,0.410,99.029,0.435,0.0,0.010,101523456.0,7372.800,105739.200,116123500.600,0.0,0.0,3089.400,1955.600,0.0,0.200,0.0,2422566912.0,2011136.0,4026310656.0,1.62329305088e+11,0.0,0.0,101523456.0,7372.800,3088.400,1955.600,0.115,0.405,99.034,0.435,0.0,0.010,1494042043.685
0.140,0.561,98.884,0.415,0.0,0.0,135364608.0,0.0,142070.600,141560978.400,0.0,0.0,4572.800,2537.0,0.0,0.400,0.400,2417344512.0,2011136.0,4704428032.0,1.61656410112e+11,0.0,0.0,135364608.0,0.0,4572.800,2537.0,0.140,0.561,98.884,0.415,0.0,0.0,1494042048.685
0.105,0.390,99.124,0.370,0.0,0.010,95883264.0,10649.600,88823.200,100308751.200,0.0,0.0,3134.200,1897.0,0.200,0.0,0.400,2419421184.0,2027520.0,5183930368.0,1.6117481472e+11,0.0,0.0,95883264.0,10649.600,3134.400,1897.0,0.105,0.390,99.124,0.370,0.0,0.010,1494042053.685
0.080,0.290,99.415,0.215,0.0,0.0,67682304.0,13926.400,58600.800,70777976.200,0.0,0.0,2246.400,1459.0,0.600,0.400,0.400,2420088832.0,2035712.0,5522419712.0,1.60835649536e+11,0.0,0.0,67682304.0,13926.400,2246.800,1459.0,0.080,0.290,99.415,0.215,0.0,0.0,1494042058.685
0.095,0.325,99.339,0.235,0.0,0.005,90243072.0,9011.200,72080.400,89030401.200,0.0,0.0,2809.0,1745.800,0.400,0.0,0.0,2452348928.0,2052096.0,5972525056.0,1.60353267712e+11,0.0,0.0,90243072.0,9011.200,2815.400,1748.0,0.095,0.330,99.334,0.235,0.0,0.005,1494042063.685
0.140,0.486,98.874,0.491,0.0,0.010,124084224.0,13107.200,82912.800,125926629.200,0.0,0.0,3463.800,2344.200,0.200,0.400,0.400,2479988736.0,2068480.0,6592770048.0,1.59705366528e+11,0.0,0.0,124084224.0,13107.200,3457.200,2343.200,0.140,0.481,98.879,0.491,0.0,0.010,1494042068.685
0.105,0.325,99.324,0.240,0.0,0.005,78962688.0,7372.800,58400.800,87200754.800,0.0,0.0,2313.0,1605.600,0.400,0.200,0.800,2455576576.0,2076672.0,6988333056.0,1.59334207488e+11,0.0,0.0,78962688.0,7372.800,2312.800,1604.400,0.105,0.330,99.320,0.240,0.0,0.005,1494042073.685
0.060,0.245,99.480,0.210,0.0,0.005,53776384.0,10649.600,40065.200,57659627.0,0.0,0.0,1595.400,1194.800,0.200,0.0,0.800,2440392704.0,2093056.0,7258615808.0,1.59079092224e+11,0.0,0.0,53959884.800,10649.600,1596.400,1197.600,0.060,0.240,99.485,0.210,0.0,0.005,1494042078.685
0.140,0.420,99.034,0.390,0.0,0.015,114638848.0,8192.0,65780.800,106910817.400,0.0,0.0,3098.400,2295.800,0.200,0.800,0.400,2511847424.0,2101248.0,7831134208.0,1.58435110912e+11,0.0,0.0,114665062.400,8192.0,3098.600,2295.400,0.140,0.420,99.029,0.395,0.0,0.015,1494042083.685
0.120,0.415,99.189,0.275,0.0,0.0,96857292.800,2457.600,73728.200,112201842.400,0.0,0.0,2972.600,1946.200,0.400,0.200,0.400,2461044736.0,2109440.0,8316477440.0,1.58000562176e+11,0.0,0.0,96831078.400,2457.600,2972.600,1946.200,0.120,0.420,99.189,0.270,0.0,0.0,1494042088.685
0.090,0.395,99.174,0.335,0.0,0.005,92912844.800,7372.800,69572.400,93575044.200,0.0,0.0,2882.600,1854.200,0.200,0.600,0.800,2472108032.0,2117632.0,8779452416.0,1.57526515712e+11,0.0,0.0,92965273.600,7372.800,2883.400,1854.0,0.095,0.395,99.170,0.335,0.0,0.005,1494042093.685
0.155,0.470,98.889,0.480,0.0,0.005,117661696.0,13107.200,78091.200,127398308.400,0.0,0.0,3459.800,2281.0,0.0,0.400,0.400,2473537536.0,2134016.0,9368535040.0,1.569359872e+11,0.0,0.0,117635481.600,13107.200,3459.200,2280.800,0.150,0.470,98.894,0.480,0.0,0.005,1494042098.685
0.145,0.471,98.969,0.405,0.0,0.010,123166720.0,10649.600,96936.400,132122879.800,0.0,0.0,3777.800,2356.800,0.600,0.600,0.400,2438950912.0,2150400.0,9983275008.0,1.56355817472e+11,0.0,0.0,123140505.600,10649.600,3785.600,2356.800,0.145,0.466,98.969,0.410,0.0,0.010,1494042103.685
